latitude,longitude,altitude,geometry,@id,amenity,emergency,healthcare,name,toilets:wheelchair,wheelchair,operator,ele,addr:city,addr:housenumber,addr:postcode,addr:street,fax,operator:type,phone,website,url,wikidata,name:it,opening_hours,operator:wikidata,description,addr:country,name:en,construction,addr:housename,note,source,access,addr:province,ref:anncsu,email,healthcare:speciality,entrance,healthcare_1,addr:place,alt_name,helipad,internet_access,addr:village,contact:phone,image,nohousenumber,addr:unit,operator:wikipedia,official_name
44.4245769,12.2045274,,Point,node/528899706,hospital,,hospital,Casa di cura San Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7524277,11.185848,,Point,node/533694525,hospital,,,Humanitas,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.9585304,11.3746642,,Point,node/534447403,hospital,yes,hospital,Pronto Soccorso Ospedale del Mugello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8767423,16.1620513,,Point,node/534609447,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.7605783,14.020801,,Point,node/536513332,hospital,,,Ospedale Civile Albano Francescano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.4256661,15.1921281,,Point,node/546428302,hospital,,hospital,Distretto ASL SA3 di Roccadaspide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.9932633,17.2253764,,Point,node/567243847,hospital,,,Punto di primo intervento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.8514698,13.6227292,,Point,node/595790313,hospital,,hospital,Casa di Cura San Giuseppe,,,Suore Ospedaliere,,Ascoli Piceno,6,63100,Via dei Girasoli,,,+39 0736 42325; +39 0736 42335,https://ascoli.ospedaliere.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1201512,16.487242,,Point,node/597396898,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.9427299,11.9014853,,Point,node/608646294,hospital,,,"Ospedale ""Nefetti""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0929466,12.404185,,Point,node/611819914,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.8492514,13.5881776,,Point,node/644135437,hospital,,hospital,Casa di Cura Villa San Marco,,,,,Ascoli Piceno,11,63100,Via 3 Ottobre,,,+39 0736 43588,https://www.villasanmarco.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0922843,16.0763594,,Point,node/667117500,hospital,,,Ospedale Civile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.5712481,12.1534255,,Point,node/703139826,hospital,yes,hospital,Ospedale Sansepolcro,,,,,Sansepolcro,101,52037,Viale Galileo Galilei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8012749,11.2483332,,Point,node/715801424,hospital,,hospital,C.T.O.,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.1894694,12.1278935,,Point,node/725632990,hospital,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.2342658,13.6887546,,Point,node/736622623,hospital,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.9103491,16.3978512,,Point,node/769594244,hospital,,hospital,Zdravstveni dom Vrlika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0688096,12.7624968,,Point,node/799400828,hospital,ambulance_station,,San Salvatore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8023637,12.4486445,,Point,node/804465318,hospital,,hospital,I.F.O. Istituto Regina Elena e Istituto San Gallicano,,,,,,23,00144,Via Fermo Ognibene,,,,,,,Istituto San Gallicano,Mo-Fr; Sa 08:00-01:00,,,,,,,,,,,,,,,,,,,,,,,,,,
41.7055843,15.9699458,,Point,node/806505348,hospital,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.2816357,11.1097291,,Point,node/811406978,hospital,,,Vergato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.7751867,12.9209545,,Point,node/839208231,hospital,,hospital,Centro Unico di Prenotazione di Valmontone,,,,,Valmontone,8,00038,Via Porta Napoletana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.3193674,8.491168,,Point,node/861803093,hospital,,,Emergency Room,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.7123558,12.7170153,,Point,node/1035723052,hospital,,,Villa delle Querce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.6122663,11.4647121,,Point,node/1047704499,hospital,,,Frate Sole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.6577621,11.18653,,Point,node/1088083292,hospital,,hospital,A.S.L.,,,ASL,,,,,,,,,,,,,,Q3631467,,,,,,,,,,,,,,,,,,,,,,,,,
40.6150379,14.9726498,,Point,node/1089138199,hospital,,hospital,Santa Maria della Speranza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.5241118,14.9216431,,Point,node/1107808246,hospital,,,Campolongo Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.2409731,12.0769134,,Point,node/1138002831,hospital,,,"Ospedale Privato ""Primus"", gruppo Villa Maria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.3887423,11.8260368,,Point,node/1166552706,hospital,,,Poliambulatorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9079112,15.3374535,,Point,node/1241563267,hospital,yes,,Pronto Soccorso Estivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9080048,12.4490492,,Point,node/1273194519,hospital,yes,hospital,Pronto Soccorso Ospedale Oftalmico,,,,,Roma,23,00136,Via Vittor Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.473025,17.2478859,,Point,node/1376709969,hospital,no,,Ospedale Militare Marittimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.2955417,16.248184,,Point,node/1409086932,hospital,yes,,Pronto Soccorso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1344701,16.7642512,,Point,node/1412486593,hospital,,hospital,Ambulatorio Primo Soccorso - First Aid - Croce Rossa Italiana,,,,,,,,,,,,,,,,,,First Aid - Italian Red Cross,,,,,,,,,,,,,,,,,,,,,,,,
41.1362237,16.8410083,,Point,node/1433747566,hospital,no,,Ambulatorio medico - Croce Rossa Italiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.848373,14.4705152,,Point,node/1457151225,hospital,yes,,Casa di cura Trusso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8329738,14.4998189,,Point,node/1462176201,hospital,,,Clinica Santa Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.5001087,13.0625092,,Point,node/1468299924,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.121404,9.9495802,,Point,node/1469458250,hospital,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.2251154,8.4155605,,Point,node/1485111639,hospital,,hospital,Croce Bianca Spotorno,,,,,Spotorno,,,Via Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8671921,10.3414108,,Point,node/1549453127,hospital,yes,centre,Misericordia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0842738,17.1134307,,Point,node/1584061157,hospital,no,hospital,ASP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.6028436,13.0566341,,Point,node/1604032038,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0958986,13.8715157,,Point,node/1604313268,hospital,,,Croce Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.1416218,13.2228652,,Point,node/1613443811,hospital,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0948555,15.4056887,,Point,node/1704258810,hospital,,,Guardia Medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.956301,12.1947926,,Point,node/1713423344,hospital,,hospital,Ospedale Capelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.9258686,16.8891889,,Point,node/1720825172,hospital,,,"GP Doctor, Stomatologist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.7458734,11.8653758,,Point,node/1732954478,hospital,,,Ospedale Santa Maria della Scala,,,,,Acquapendente,68,01021,Via Cesare Battisti,,,,,,,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,
41.0177389,13.9530254,,Point,node/1759748613,hospital,,,Clinica Pineta Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.9095105,12.9565573,,Point,node/1798000412,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.4604088,12.3843922,,Point,node/1818883486,hospital,,,Centro Salute Orte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.4671201,13.5561048,,Point,node/1869640800,hospital,no,hospital,Ospedale di Comunità di Castelfidardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.9446959,17.5633867,,Point,node/1885046903,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8478754,10.6616526,,Point,node/1925413884,hospital,no,,Misericordia di Montecarlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0592602,12.591387,,Point,node/1934414893,hospital,,hospital,Ospedale dei villeggianti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7867495,11.3980969,,Point,node/1938471753,hospital,,,Dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0504267,12.6214304,,Point,node/1983448219,hospital,,hospital,"Ospedale ""SS Gonfalone""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4123899,16.8291751,,Point,node/2056879089,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7749317,10.6005673,,Point,node/2068231105,hospital,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.6383861,14.6122789,,Point,node/2089784335,hospital,yes,hospital,Ospedale della costa,,,,,,,,,,,,,,,,,,,,Amalfi Coast Hospital,,,,,,,,,,,,,,,,,,,,,,
41.1200707,16.8687365,,Point,node/2124054724,hospital,,,First Aid - university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.2500322,11.759316,,Point,node/2128115697,hospital,yes,,Ospedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.7423361,16.8217375,,Point,node/2137514980,hospital,,,Centro Nazionale Riabilitativo per Hanseniani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8316439,15.5765802,,Point,node/2156948851,hospital,,,a.s.l.fg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.1895874,12.4094093,,Point,node/2163556775,hospital,yes,hospital,Ospedale di Cesenatico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8318202,11.2051424,,Point,node/2209929226,hospital,no,,Azienda Usl 10 Di Firenze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.628026,11.4856143,,Point,node/2241546770,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2699374,15.6222271,,Point,node/2251338911,hospital,,,Guardia Medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2935811,15.6500094,,Point,node/2251342126,hospital,yes,,Clinica Fischietti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7518079,11.1830881,,Point,node/2266774570,hospital,,hospital,Misericordia di Lastra a Signa sez. Scandicci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.4797124,12.6926853,,Point,node/2268215239,hospital,,,Infermeria FISPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4485466,16.2869891,,Point,node/2272013482,hospital,,,Poliambulatorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.5781266,15.1126501,,Point,node/2288509818,hospital,,,Clinica De Luca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.712051,15.6410544,,Point,node/2293620765,hospital,,,Ospedale di San Marco in Lamis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8150572,14.3444962,,Point,node/2311452925,hospital,,,Guardia medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7734383,10.7179363,,Point,node/2354813963,hospital,no,,Distretto socio-sanitario Galleno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.900992,9.5471151,,Point,node/2357022152,hospital,,,Ospedale Mater Olbia,,,,,,,,,,,,,,Q94641366,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,
39.4914873,16.3893333,,Point,node/2358340869,hospital,yes,,Presidio ospedalaliere Beato Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.3347866,10.7442943,,Point,node/2360521272,hospital,no,hospital,Guardia Medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8912006,16.9536636,,Point,node/2393726733,hospital,yes,,Guardia Medica,,yes,,,,,,Via Michelangelo Buonarroti,,,+39 080 8917330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.6754339,10.5480705,,Point,node/2430869207,hospital,no,hospital,Guardia Medica,,,,,Cascina,,56021,Via della Vittoria,,,,,,,,,,,,,,Pubblica Assistenza,,,,,,,,,,,,,,,,,,,,
41.7595966,12.7081994,,Point,node/2440169911,hospital,,,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.6305121,14.5402099,,Point,node/2452231029,hospital,,,Guardia Medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.5462671,17.436926,,Point,node/2454234307,hospital,no,hospital,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.4839217,9.4397632,,Point,node/2544242086,hospital,,,Ambulatorio Onanì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6845784,8.777039,,Point,node/2614920362,hospital,,,Guardia medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7943077,10.268302,,Point,node/2634502193,hospital,,,Pronto Soccorso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.5170644,12.5216236,,Point,node/2683339413,hospital,yes,,Presidio ospedaliero Narni,,,Azienda Unità Sanitaria Locale Umbria n. 2,,Narni,3,05035,Via dei Cappuccini Nuovi,,public,+39 0744 7401,http://www.uslumbria2.it/pagine/ospedale-di-narni-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.365135,13.725294,,Point,node/2725529566,hospital,yes,hospital,Ambulatorio Medico,,yes,,,Castel del Monte,1,67023,Via Gran Sasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8602336,14.5274927,,Point,node/2778473426,hospital,,,Casa di cura La Madonnina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.3179104,15.0609385,,Point,node/2806634148,hospital,no,hospital,Guardia Medica Torchiara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.6343675,16.9344984,,Point,node/2808373547,hospital,yes,,Ospedale San Pio,,,,,Castellaneta,1,74011,Via Del Mercato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.1450363,12.4936349,,Point,node/2819141133,hospital,no,,Croce Rossa Morlupo,,,,,Morlupo,,00067,Via Giuseppe di Vittorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.7325012,12.2707898,,Point,node/2824672193,hospital,,,Distretto di salute mentale A.S.L. Roma D,,,,,Roma,,00121,Via Adolfo Cozza,,,,,,,,,,,,,,,Distretto di salute mentale A.S.L. Roma D,BAG,,,,,,,,,,,,,,,,,,
41.2388648,9.1895936,,Point,node/2839889768,hospital,yes,,Guardia Medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7517491,13.0950519,,Point,node/2872559641,hospital,no,,Ospedale Bartolini,,,,,,,,Piazza Bartolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9333374,12.1269583,,Point,node/2936704791,hospital,,,POSTAZIONE 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8151555,10.8948115,,Point,node/2940769836,hospital,yes,,Casa della Salute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.8869941,14.0648765,,Point,node/2956884002,hospital,,,Guardia Medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.7902604,13.4184783,,Point,node/3059909761,hospital,,,Croce Rossa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.4467888,13.1174991,,Point,node/3063336686,hospital,yes,,Ambulatori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.4055317,9.2431181,,Point,node/3092330573,hospital,no,,Ospedaletto,,,"Azienda Sanitaria Locale 4 ""Chiavarese""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9263311,8.5275371,,Point,node/3118753598,hospital,ambulance_station,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.147868,16.2891252,,Point,node/3127463474,hospital,,hospital,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8566761,15.859678,,Point,node/3213388604,hospital,yes,,Pronto Soccorso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.5875208,12.6480248,,Point,node/3225215833,hospital,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.6705787,12.5189021,,Point,node/3229583110,hospital,,,Distretto sanitario N° 2 di Urbania,,,,,Urbania,54,61049,Via Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8170747,16.4207353,,Point,node/3342451831,hospital,,,Pronto Soccorso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.1566811,9.3996763,,Point,node/3350116131,hospital,yes,hospital,Guardia Medica,,,,,,,,,,,,,,,,Jun-Sep,,,,,,,Presidio estivo guardia medica.,,,,,,,,,,,,,,,,,,,
40.8169898,16.4209533,,Point,node/3354040309,hospital,,,Guardia Medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.5327462,15.3732292,,Point,node/3441511946,hospital,no,,Guardia medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.7041742,10.4420063,,Point,node/3512154941,hospital,yes,hospital,Pronto Soccorso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1183678,16.4847086,,Point,node/3536974724,hospital,,,Diagnostica s.r.l.,,,,,Ruvo di Puglia,10,70037,Via Pietro Gobetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8450475,16.4550118,,Point,node/3623935700,hospital,,hospital,Farmacia Santa Lucia,,,,,Villapiana,1,87076,Via Marsala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.3443572,16.1544632,,Point,node/3706948465,hospital,,,Casa di cura Villa Igea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.6483516,15.8286253,,Point,node/3739240400,hospital,,,Croce Rossa Italiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1923528,14.5483632,,Point,node/3762483426,hospital,,,Covermark Point camouflage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1946705,14.5507274,,Point,node/3766047157,hospital,,hospital,Guardia Medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.1406161,11.1556529,,Point,node/3801840737,hospital,yes,hospital,Casa di cura Prof. Nobili,,yes,Garofalo Healthcare,,Castiglione dei Pepoli,25,,Via Fiera,,,+39 0534 91099,https://casadicuranobili.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.547653,12.650819,,Point,node/3887554332,hospital,yes,,"Ospedale Civile ""A. Celli""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.6182355,16.1489476,,Point,node/3923334792,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.1641094,12.8437782,,Point,node/3955223564,hospital,,,Farmacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.2216396,9.1126439,,Point,node/4071708527,hospital,,,Pronto Soccorso,,yes,,,,,,,,,,,,,Pronto Soccorso San Giovanni di Dio,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.9736923,16.0842144,,Point,node/4102902608,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8688625,14.2462918,,Point,node/4174698337,hospital,,,Centro Traumatologico Ortopedico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8489388,14.2316169,,Point,node/4177163443,hospital,,,Ospedale Pediatrico Santobono-Pausillipon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.1232892,9.9488003,,Point,node/4183805287,hospital,,,Centro Diurno di Sarzana,,,,,,,,Via 27 Gennaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.2629345,15.9111099,,Point,node/4213827415,hospital,,hospital,,,,,,,,,,,,,,,,,,,,,,,,FIXME: Clinica medica privata (convenzionata con SSN),,private,,,,,,,,,,,,,,,,,
40.7513567,14.6431407,,Point,node/4222251494,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.7262738,17.5735023,,Point,node/4248302663,hospital,yes,hospital,,,,,,Ostuni,,72017,Via Villafranca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.6946101,15.2922169,,Point,node/4248823743,hospital,,,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.6949996,15.2928588,,Point,node/4248823744,hospital,,,Pronto Soccorso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
